,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
42,43,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
43,44,442,Connceted,56,12.7V,228V,228V,228V,V,V,V,-,auto
44,45,213,Connceted,57,13.7V,203V,232V,232V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
45,46,760,Connceted,58,13.6V,218V,202V,218V,V,V,V,-,auto
46,47,16682,Connceted,61,13.3V,215V,215V,209V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
47,48,455,Connceted,62,13.8V,202V,202V,202V,V,V,V,-,stop
48,49,1105,Connceted,73,13.5V,212V,221V,227V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
49,50,-,Not Connceted,74,-,-,-,-,-,-,-,-,-
50,51,485,Connceted,107,14.8V,V,V,V,230V,232V,230V,-,auto
51,52,71,Connceted,106,13.2V,229V,232V,230V,V,V,V,-,auto
52,53,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
53,54,143,Connceted,105,13.5V,209V,208V,209V,V,V,V,-,auto
54,55,1,Connceted,103,13.8V,235V,235V,217V,V,V,V,-,auto
55,56,235,Connceted,102,14.4V,V,V,V,233V,232V,234V,-,auto
56,57,-,Not Connceted,91,-,-,-,-,-,-,-,-,-
57,58,6165,Connceted,101,13.8V,225V,232V,231V,V,V,V,-,auto
58,59,10839,Connceted,100,13.8V,236V,233V,227V,V,V,V,-,auto
59,60,1170,Connceted,99,13.8V,231V,225V,217V,V,V,V,WARNING : Service Request,auto
60,61,23673,Connceted,98,13.3V,219V,220V,226V,V,V,V,-,auto
61,62,45,Connceted,97,13.8V,236V,203V,202V,V,V,V,-,auto
62,63,8424,Connceted,96,13.5V,221V,213V,219V,V,V,V,-,auto
63,64,1,Connceted,94,13.9V,219V,218V,215V,V,V,V,-,auto
64,65,-,Not Connceted,50,-,-,-,-,-,-,-,-,-
65,66,-,Not Connceted,51,-,-,-,-,-,-,-,-,-
66,67,843,Connceted,93,13.8V,215V,230V,201V,V,V,V,-,auto
67,68,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
68,69,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
69,70,1,Connceted,90,13.9V,219V,218V,215V,V,V,V,-,auto
70,71,-,Not Connceted,80,-,-,-,-,-,-,-,-,-
71,72,1307,Connceted,59,13.5V,234V,233V,225V,V,V,V,WARNING : Service Request,auto
72,73,21092,Connceted,60,14.3V,V,V,V,235V,226V,230V,-,auto
73,74,9445,Connceted,52,13.8V,225V,225V,234V,V,V,V,WARNING : Service Request,auto
74,75,-,Not Connceted,1,-,-,-,-,-,-,-,-,-
75,76,2839,Connceted,3,12.7V,V,V,V,V,V,V,WARNING : Service Request,auto
76,77,-,Not Connceted,89,-,-,-,-,-,-,-,-,-
77,78,5,Connceted,87,13.6V,209V,210V,210V,V,V,V,-,auto
78,79,187,Connceted,86,13.3V,229V,210V,228V,V,V,V,-,auto
79,80,10323,Connceted,11,12.9V,V,V,V,V,V,V,-,auto
80,81,-,Not Connceted,82,-,-,-,-,-,-,-,-,-
81,82,16780,Connceted,84,14.5V,V,50V,48V,230V,230V,227V,-,auto
82,83,20600,Connceted,7,13.6V,230V,227V,225V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
83,84,11713,Connceted,83,13.3V,V,V,V,231V,236V,236V,-,test
84,85,7646,Connceted,72,13.4V,225V,222V,189V,V,V,9V,WARNING : Service Request,stop
85,86,962,Connceted,71,13.6V,237V,223V,237V,V,V,V,-,auto
86,87,-,Not Connceted,70,-,-,-,-,-,-,-,-,-
87,88,934,Connceted,69,13.6V,212V,211V,226V,V,V,V,-,auto
88,89,1005,Connceted,66,14.6V,V,V,V,226V,226V,228V,-,auto
89,90,-,Not Connceted,64,-,-,-,-,-,-,-,-,-
90,91,10071,Connceted,63,12.9V,V,V,V,V,V,V,-,auto
91,92,27948,Connceted,67,13.5V,247,243V,241V,V,V,V,-,auto
92,93,-,Not Connceted,65,-,-,-,-,-,-,-,-,-
93,94,76,Connceted,78,13.8V,219V,220V,220V,V,V,V,WARNING : Service Request,auto
94,95,2652,Connceted,68,14.7V,V,V,V,228V,232V,228V,-,auto
95,96,1144,Connceted,79,14.4V,146V,150V,148V,227,242V,237V,-,auto
96,97,599,Connceted,76,13.8V,224V,223V,224V,V,V,V,-,auto
97,98,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
98,99,-,Not Connceted,77,-,-,-,-,-,-,-,-,-
99,100,1338,Connceted,108,13.2V,216V,225V,216V,V,V,V,-,auto
100,101,-,Not Connceted,109,-,-,-,-,-,-,-,-,-
101,102,79,Connceted,110,13.8V,238V,238V,236V,V,V,V,-,auto
102,103,-,Not Connceted,111,-,-,-,-,-,-,-,-,-
103,104,20,Connceted,112,13.5V,240V,229V,250V,V,V,V,-,auto
104,105,-,Connceted,113,-,-,-,-,-,-,-,-,-
105,106,-,Not Connceted,114,-,-,-,-,-,-,-,-,-
106,107,22793,Connceted,115,13.8V,222V,226V,233V,V,V,V,-,auto
107,108,-,Not Connceted,116,-,-,-,-,-,-,-,-,-
108,109,28,Connceted,117,13.7V,218V,215V,251V,V,V,V,-,auto
109,110,229,Connceted,118,13.5V,205V,204V,204V,V,V,V,-,auto
110,111,2538,Connceted,119,13.4V,211V,216V,213V,V,V,V,-,auto
111,112,50,Connceted,121,13.3V,237V,223V,225V,V,V,V,-,auto
112,113,-,Connceted,122,-,-,-,-,-,-,-,-,-
113,114,100,Connceted,123,13.7V,230V,234V,236V,V,V,V,WARNING : Genset High Frequency,auto
114,115,4324,Connceted,125,14.6V,V,V,V,229V,229V,227V,WARNING : Service Request,auto
115,116,2196,Connceted,126,14.6V,V,V,V,234V,231V,234V,WARNING : Service Request,auto
116,117,134,Connceted,127,13.4V,225V,218V,244V,V,V,V,-,auto
117,118,-,Not Connceted,128,-,-,-,-,-,-,-,-,-
118,119,16,Connceted,129,13.5V,207V,231V,223V,V,V,V,-,auto
119,120,143,Connceted,130,13.7V,219V,218V,218V,V,V,V,-,auto
120,121,104,Connceted,131,14.5V,V,V,V,231V,236V,233V,-,auto
121,122,868,Connceted,132,13.6V,223V,218V,234V,V,V,V,-,auto
122,123,88,Connceted,134,14.5V,229V,229V,231V,V,V,V,-,auto
123,124,169,Connceted,133,13.1V,239V,240V,240V,V,V,V,-,auto
124,125,-,Connceted,135,-,-,-,-,-,-,-,-,-
125,126,10875,Connceted,136,13.5V,198V,198V,198V,V,V,V,-,auto
126,127,1930,Connceted,137,13.7V,221V,221V,221V,V,V,V,WARNING : Service Request,auto
127,128,363,Connceted,138,13.6V,231V,231V,226V,V,V,V,-,auto
128,129,24,Connceted,139,13.2V,225V,225V,225V,V,V,V,-,auto
129,130,381,Connceted,140,13.5V,219V,222V,219V,V,V,V,-,auto
130,131,-,Not Connceted,141,-,-,-,-,-,-,-,-,-
131,132,252,Connceted,142,12.8V,V,V,V,V,V,V,-,auto
132,133,2319,Connceted,4,13.5V,190V,190V,190V,V,V,V,-,auto
133,134,8424,Connceted,143,13.5V,219V,218V,212V,V,V,V,-,auto
134,135,72,Connceted,144,13.8V,217V,229V,215V,V,V,V,-,auto
135,136,610,Connceted,145,13.6V,241V,230V,233V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
136,137,1,Connceted,146,13.3V,240V,240V,240V,V,V,V,-,auto
137,138,2148,Connceted,147,13.7V,236V,237V,236V,V,V,V,WARNING : Service Request,auto
138,139,1136,Connceted,148,13.7V,234V,239V,237V,V,V,V,-,auto
139,140,1450,Connceted,149,13.7V,230V,229V,230V,V,V,V,-,auto
140,141,5278,Connceted,150,13.6V,217V,237V,237V,V,V,V,-,auto
141,142,18770,Connceted,151,13.6V,218V,234V,215V,V,V,V,-,auto
142,143,9474,Connceted,152,13.7V,233V,233V,228V,V,V,V,-,auto
143,144,14313,Connceted,88,13.9V,198V,198V,198V,V,V,V,WARNING : Service Request,auto
144,145,-,Not Connceted,85,-,-,-,-,-,-,-,-,-
145,146,1135,Connceted,6,14.4V,7V,V,V,221V,222V,221V,-,auto
146,147,1207,Connceted,40,13.6V,220V,227V,221V,V,V,V,-,auto
147,148,524,Connceted,81,13.8V,202V,204V,200V,V,V,V,-,auto
148,149,798,Connceted,35,13.8V,236V,236V,235V,V,V,V,-,auto
149,150,-,Not Connceted,95,-,-,-,-,-,-,-,-,-
150,151,1119,Connceted,120,13.6V,214V,214V,214V,V,V,V,-,auto
151,152,5083,Connceted,124,13.5V,228V,222V,230V,V,V,V,-,auto
152,153,-,Not Connceted,153,-,-,-,-,-,-,-,-,-
153,154,-,Not Connceted,154,-,-,-,-,-,-,-,-,-
154,155,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
155,156,-,Not Connceted,156,-,-,-,-,-,-,-,-,-
