,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
52,53,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
53,54,143,Connceted,105,13.5V,207V,206V,207V,V,V,V,-,stop
54,55,-,Not Connceted,103,-,-,-,-,-,-,-,-,-
55,56,100,Connceted,102,14.4V,V,V,V,234V,232V,233V,-,auto
56,57,-,Not Connceted,91,-,-,-,-,-,-,-,-,-
57,58,6147,Connceted,101,13.8V,226V,232V,232V,V,V,V,-,auto
58,59,10819,Connceted,100,14.7V,V,V,V,231V,232V,233V,-,auto
59,60,1150,Connceted,99,14.7V,V,V,V,229V,233V,229V,WARNING : Service Request,auto
60,61,23673,Connceted,98,13.3V,219V,214V,227V,V,V,V,-,auto
61,62,444,Connceted,97,13.9V,236V,205V,205V,V,V,V,-,stop
62,63,8424,Connceted,96,13.5V,224V,211V,217V,V,V,V,-,auto
63,64,1,Connceted,94,13.9V,219V,218V,216V,V,V,V,-,auto
64,65,2800,Connceted,50,14.7V,V,V,V,227,233V,228V,WARNING : Service Request,auto
65,66,621,Connceted,51,13.7V,218V,208V,227V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
66,67,831,Connceted,93,13.8V,233V,226V,217V,V,V,V,-,auto
67,68,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
68,69,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
69,70,1,Connceted,90,13.9V,219V,218V,216V,V,V,V,-,auto
70,71,-,Connceted,80,-,-,-,-,-,-,-,-,-
71,72,1307,Connceted,59,13.7V,230V,228V,212V,V,V,V,WARNING : Service Request,auto
72,73,21035,Connceted,60,14.3V,V,V,V,235V,226V,229V,-,auto
73,74,9439,Connceted,52,14.8V,V,V,V,234V,234V,234V,WARNING : Service Request,auto
74,75,11071,Connceted,1,13.6V,221V,228V,223V,V,V,V,-,auto
75,76,2783,Connceted,3,14.6V,V,V,V,231V,231V,231V,-,auto
76,77,11670,Connceted,89,13.6V,224V,223V,224V,V,V,V,"WARNING : Genset Low Frequency
SHUTDOWN ALARM: Low Oil Press. Sender",auto
77,78,5,Connceted,87,13.6V,207V,206V,207V,V,V,V,-,auto
78,79,185,Connceted,86,13.3V,227,207V,228V,V,V,V,-,auto
79,80,10259,Connceted,11,14.7V,V,1V,13V,231V,232V,232V,-,auto
80,81,1062,Connceted,82,13.7V,228V,223V,213V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
81,82,16713,Connceted,84,14.5V,V,50V,48V,230V,230V,227V,-,auto
82,83,20600,Connceted,7,13.6V,230V,227V,224V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
83,84,11648,Connceted,83,13.4V,231V,240V,241V,V,V,V,-,auto
84,85,7606,Connceted,72,13.4V,216V,231V,188V,V,V,12V,-,stop
85,86,942,Connceted,71,13.6V,238V,221V,240V,V,V,V,-,auto
86,87,458,Connceted,70,13.3V,191V,191V,191V,V,V,V,-,auto
87,88,930,Connceted,69,13.6V,224V,212V,228V,V,V,V,-,auto
88,89,-,Not Connceted,66,-,-,-,-,-,-,-,-,-
89,90,1234,Connceted,64,14.6V,V,V,V,227,229V,232V,-,auto
90,91,10023,Connceted,63,12.8V,V,V,V,V,V,V,-,auto
91,92,27939,Connceted,67,13.4V,247,244V,240V,V,V,V,-,auto
92,93,55,Connceted,65,13V,V,V,V,V,V,V,-,auto
93,94,63,Connceted,78,13.8V,219V,230V,230V,V,V,V,-,auto
94,95,2581,Connceted,68,14.7V,V,V,V,228V,232V,227V,-,auto
95,96,1075,Connceted,79,12.6V,V,V,V,V,V,V,-,auto
96,97,-,Not Connceted,76,-,-,-,-,-,-,-,-,-
97,98,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
98,99,-,Not Connceted,77,-,-,-,-,-,-,-,-,-
99,100,1338,Connceted,108,13.2V,210V,227V,211V,V,V,V,-,auto
100,101,-,Not Connceted,109,-,-,-,-,-,-,-,-,-
101,102,61,Connceted,110,13.8V,240V,239V,238V,V,V,V,-,auto
102,103,-,Not Connceted,111,-,-,-,-,-,-,-,-,-
103,104,18,Connceted,112,13.5V,241V,235V,249V,V,V,V,-,auto
104,105,-,Not Connceted,113,-,-,-,-,-,-,-,-,-
105,106,-,Not Connceted,114,-,-,-,-,-,-,-,-,-
106,107,22787,Connceted,115,13.7V,221V,229V,233V,V,V,V,-,auto
107,108,1588,Connceted,116,14.4V,V,V,V,229V,234V,233V,WARNING : Service Request,auto
108,109,28,Connceted,117,13.7V,216V,217V,244V,V,V,V,-,auto
109,110,229,Connceted,118,13.5V,208V,208V,199V,V,V,V,-,auto
110,111,2509,Connceted,119,13.4V,213V,218V,215V,V,V,V,-,auto
111,112,46,Connceted,121,13.3V,240V,224V,225V,V,V,V,-,stop
112,113,-,Connceted,122,-,-,-,-,-,-,-,-,-
113,114,83,Connceted,123,14.6V,V,V,V,229V,230V,232V,-,auto
114,115,4203,Connceted,125,14.6V,V,V,V,229V,230V,227V,-,auto
115,116,2089,Connceted,126,14.6V,V,V,V,233V,230V,234V,-,auto
116,117,99,Connceted,127,14.5V,V,V,V,220V,226V,228V,-,auto
117,118,217,Connceted,128,13.7V,230V,237V,223V,V,V,V,-,auto
118,119,16,Connceted,129,13.5V,217V,238V,231V,V,V,V,-,auto
119,120,142,Connceted,130,13.7V,220V,219V,219V,V,V,V,-,auto
120,121,10,Connceted,131,13.8V,223V,225V,225V,V,V,V,-,auto
121,122,868,Connceted,132,13.6V,230V,225V,240V,V,V,V,-,auto
122,123,88,Connceted,134,14.5V,233V,233V,238V,V,V,V,-,auto
123,124,166,Connceted,133,13.1V,241V,241V,241V,V,V,V,-,auto
124,125,-,Connceted,135,-,-,-,-,-,-,-,-,-
125,126,10875,Connceted,136,13.5V,204V,204V,204V,V,V,V,-,auto
126,127,1930,Connceted,137,13.8V,230V,229V,229V,V,V,V,WARNING : Service Request,auto
127,128,362,Connceted,138,13.6V,241V,242V,234V,V,V,V,-,auto
128,129,20,Connceted,139,13.3V,231V,230V,231V,V,V,V,-,auto
129,130,380,Connceted,140,13.5V,223V,222V,220V,V,V,V,-,stop
130,131,-,Not Connceted,141,-,-,-,-,-,-,-,-,-
131,132,192,Connceted,142,13.1V,V,V,V,V,V,V,-,auto
132,133,2315,Connceted,4,13.5V,194V,193V,193V,V,V,V,-,auto
133,134,8424,Connceted,143,13.5V,230V,206V,213V,V,V,V,-,auto
134,135,70,Connceted,144,13.8V,219V,235V,218V,V,V,V,-,auto
135,136,610,Connceted,145,13.6V,238V,220V,250V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
136,137,1,Connceted,146,13.4V,236V,236V,236V,V,V,V,-,auto
137,138,-,Not Connceted,147,-,-,-,-,-,-,-,-,-
138,139,1135,Connceted,148,13.6V,231V,237V,235V,V,V,V,-,auto
139,140,1450,Connceted,149,13.6V,222V,221V,223V,V,V,V,-,auto
140,141,273,Connceted,150,14.5V,V,V,V,230V,234V,233V,-,auto
141,142,18760,Connceted,151,13.6V,204V,237V,195V,V,V,V,-,auto
142,143,9471,Connceted,152,13.7V,234V,234V,231V,V,V,V,-,auto
143,144,14292,Connceted,88,13.9V,220V,220V,219V,V,V,V,WARNING : Service Request,auto
144,145,-,Not Connceted,85,-,-,-,-,-,-,-,-,-
145,146,-,Not Connceted,6,-,-,-,-,-,-,-,-,-
146,147,1205,Connceted,40,13.6V,220V,225V,220V,V,V,V,-,auto
147,148,13,Connceted,81,14.8V,V,V,V,232V,232V,229V,-,auto
148,149,776,Connceted,35,12.7V,V,V,V,V,V,V,-,auto
149,150,-,Not Connceted,95,-,-,-,-,-,-,-,-,-
150,151,1112,Connceted,120,14.6V,V,V,V,231V,227V,228V,-,auto
151,152,5083,Connceted,124,13.5V,237V,231V,237V,V,V,V,-,auto
