,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
29,30,3324,Connceted,38,12.7V,V,V,V,V,V,V,-,auto
30,31,1638,Connceted,39,13.5V,222V,233V,225V,V,V,V,-,auto
31,32,560,Connceted,41,13.8V,221V,221V,220V,V,V,V,-,auto
32,33,20024,Connceted,42,13V,V,V,V,V,V,V,-,auto
33,34,21742,Connceted,43,13.5V,212V,212V,213V,V,V,V,-,auto
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,11128,Connceted,45,14.6V,V,V,V,230V,233V,230V,-,auto
36,37,158,Connceted,46,13.8V,237V,238V,238V,V,V,V,-,auto
37,38,7735,Connceted,48,14.2V,5V,7V,8V,225V,233V,231V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,-,Not Connceted,53,-,-,-,-,-,-,-,-,-
40,41,-,Not Connceted,54,-,-,-,-,-,-,-,-,-
41,42,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
42,43,446,Connceted,56,13.9V,220V,220V,220V,V,V,V,-,auto
43,44,213,Connceted,57,13.7V,225V,227V,227V,V,V,V,-,auto
44,45,760,Connceted,58,13.6V,225V,215V,224V,V,V,V,-,auto
45,46,16682,Connceted,61,13.3V,225V,225V,222V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
46,47,455,Connceted,62,13.8V,210V,210V,210V,V,V,V,-,auto
47,48,1105,Connceted,73,13.5V,216V,221V,228V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
48,49,33935,Connceted,74,13.1V,V,V,V,V,V,V,-,auto
49,50,13,Connceted,107,13.7V,253V,253V,248V,V,V,V,-,auto
50,51,71,Connceted,106,13.1V,227,230V,229V,V,V,V,-,auto
51,52,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
52,53,-,Not Connceted,105,-,-,-,-,-,-,-,-,-
53,54,1,Connceted,103,13.6V,211V,211V,235V,V,V,V,-,auto
54,55,334,Connceted,102,13.7V,241V,241V,239V,V,V,V,-,auto
55,56,-,Not Connceted,91,-,-,-,-,-,-,-,-,-
56,57,6166,Connceted,101,13.7V,222V,229V,229V,V,V,V,-,auto
57,58,10839,Connceted,100,13.7V,232V,230V,232V,V,V,V,-,auto
58,59,-,Not Connceted,99,-,-,-,-,-,-,-,-,-
59,60,23673,Connceted,98,13.3V,230V,218V,234V,V,V,V,-,auto
60,61,45,Connceted,97,13.8V,241V,195V,194V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
61,62,1,Connceted,94,13.8V,223V,222V,219V,V,V,V,-,auto
62,63,2801,Connceted,50,13.6V,216V,218V,218V,V,V,V,WARNING : Service Request,auto
63,64,638,Connceted,51,13.7V,230V,215V,234V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
64,65,855,Connceted,93,13.8V,220V,220V,211V,V,V,V,-,auto
65,66,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
66,67,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
67,68,1308,Connceted,59,13.6V,230V,228V,222V,V,V,V,WARNING : Service Request,auto
68,69,21298,Connceted,60,14.4V,V,V,V,229V,231V,230V,-,auto
69,70,9460,Connceted,52,13.8V,219V,219V,241V,V,V,V,WARNING : Service Request,auto
70,71,11132,Connceted,1,13.6V,211V,219V,211V,V,V,V,-,auto
71,72,3043,Connceted,3,14.5V,V,V,V,228V,231V,229V,-,auto
72,73,11671,Connceted,89,13.6V,230V,230V,230V,V,V,V,SHUTDOWN ALARM: Genset Low Voltage,auto
73,74,16,Connceted,87,13.6V,209V,212V,212V,V,V,V,-,auto
74,75,190,Connceted,86,13.3V,234V,214V,232V,V,V,V,-,auto
75,76,10435,Connceted,11,12.6V,V,V,V,V,V,V,-,auto
76,77,1063,Connceted,82,13.7V,229V,219V,230V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
77,78,17025,Connceted,84,12.7V,V,V,V,V,V,V,-,auto
78,79,20600,Connceted,7,12.6V,V,V,V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
79,80,11769,Connceted,83,13.3V,230V,237V,238V,V,V,V,-,stop
80,81,7668,Connceted,72,14.8V,V,V,V,228V,V,1V,"WARNING : Service Request
SHUTDOWN ALARM: Genset Low Voltage",auto
81,82,968,Connceted,71,13.6V,226V,224V,238V,V,V,V,-,auto
82,83,-,Not Connceted,70,-,-,-,-,-,-,-,-,-
83,84,937,Connceted,69,13.6V,220V,218V,225V,V,V,V,-,auto
84,85,-,Not Connceted,66,-,-,-,-,-,-,-,-,-
85,86,-,Not Connceted,64,-,-,-,-,-,-,-,-,-
86,87,10264,Connceted,63,14.5V,5V,V,V,224V,223V,222V,WARNING : Service Request,test
87,88,-,Not Connceted,67,-,-,-,-,-,-,-,-,-
88,89,104,Connceted,65,13.7V,219V,231V,220V,V,V,V,-,auto
89,90,81,Connceted,78,13.8V,225V,217V,217V,V,V,V,WARNING : Service Request,auto
90,91,2709,Connceted,68,13.7V,234V,241V,235V,V,V,V,-,auto
91,92,1389,Connceted,79,14.3V,144V,148V,145V,230V,237V,235V,WARNING : Service Request,auto
92,93,599,Connceted,76,13.8V,232V,233V,234V,V,V,V,-,auto
93,94,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
94,95,-,Not Connceted,77,-,-,-,-,-,-,-,-,-
95,96,1342,Connceted,108,13.2V,217V,224V,217V,V,V,V,-,auto
96,97,-,Not Connceted,109,-,-,-,-,-,-,-,-,-
97,98,80,Connceted,110,13.8V,237V,238V,235V,V,V,V,-,auto
98,99,-,Not Connceted,111,-,-,-,-,-,-,-,-,-
99,100,211,Connceted,112,13.5V,237V,228V,249V,V,V,V,-,auto
100,101,-,Not Connceted,113,-,-,-,-,-,-,-,-,-
101,102,1811,Connceted,114,13.7V,231V,236V,240V,V,V,V,WARNING : Service Request,auto
102,103,22798,Connceted,115,13.8V,218V,227V,227V,V,V,V,-,auto
103,104,1639,Connceted,116,13.7V,236V,247V,229V,V,V,V,-,auto
104,105,30,Connceted,117,13.7V,219V,217V,245V,V,V,V,-,auto
105,106,233,Connceted,118,13.5V,212V,211V,188V,V,V,V,-,auto
106,107,2551,Connceted,119,13.4V,207V,214V,215V,V,V,V,-,auto
107,108,51,Connceted,121,13.3V,236V,214V,226V,V,V,V,-,auto
108,109,-,Connceted,122,-,-,-,-,-,-,-,-,-
109,110,100,Connceted,123,13.6V,227,233V,233V,V,V,V,-,auto
110,111,4332,Connceted,125,13.6V,221V,221V,221V,V,V,V,"WARNING : Service Request
‘SHUTDOWN ALARM: Low Oil Press. Sender",auto
111,112,2259,Connceted,126,13.9V,201V,201V,201V,V,V,V,-,auto
112,113,134,Connceted,127,13.4V,227,220V,233V,V,V,V,-,auto
113,114,217,Connceted,128,13.6V,230V,236V,220V,V,V,V,-,auto
114,115,17,Connceted,129,13.5V,199V,226V,225V,V,V,V,-,auto
115,116,150,Connceted,130,13.7V,217V,217V,217V,V,V,V,-,auto
116,117,119,Connceted,131,13.8V,223V,223V,224V,V,V,V,-,auto
117,118,872,Connceted,132,13.6V,226V,220V,237V,V,V,V,-,auto
118,119,88,Connceted,134,14.5V,234V,234V,229V,V,V,V,-,auto
119,120,169,Connceted,133,13.1V,238V,238V,238V,V,V,V,-,auto
120,121,-,Connceted,135,-,-,-,-,-,-,-,-,-
121,122,10879,Connceted,136,13.5V,219V,219V,218V,V,V,V,-,auto
122,123,-,Not Connceted,137,-,-,-,-,-,-,-,-,-
123,124,364,Connceted,138,13.6V,231V,232V,228V,V,V,V,-,auto
124,125,-,Not Connceted,139,-,-,-,-,-,-,-,-,-
125,126,381,Connceted,140,13.5V,223V,227V,223V,V,V,V,-,auto
126,127,197,Connceted,141,13.4V,211V,211V,210V,V,V,V,-,auto
127,128,421,Connceted,142,14.8V,57V,55V,56V,225V,234V,223V,-,auto
128,129,2320,Connceted,4,13.5V,195V,195V,194V,V,V,V,-,auto
129,130,8424,Connceted,143,13.4V,219V,216V,219V,V,V,V,-,auto
130,131,73,Connceted,144,13.8V,219V,227V,217V,V,V,V,-,auto
131,132,610,Connceted,145,13.6V,240V,223V,243V,V,V,V,-,auto
132,133,5,Connceted,146,13.3V,242,242V,242V,V,V,V,-,auto
133,134,-,Not Connceted,147,-,-,-,-,-,-,-,-,-
134,135,1141,Connceted,148,13.6V,236V,242V,238V,V,V,V,-,auto
135,136,1455,Connceted,149,13.7V,231V,231V,231V,V,V,V,-,auto
136,137,5288,Connceted,150,13.6V,230V,226V,226V,V,V,V,-,auto
137,138,18770,Connceted,151,13.6V,217V,235V,214V,V,V,V,-,auto
138,139,9475,Connceted,152,13.7V,,232V,230V,V,V,V,-,auto
139,140,14316,Connceted,88,13.9V,202V,202V,202V,V,V,V,WARNING : Service Request,auto
140,141,-,Not Connceted,85,-,-,-,-,-,-,-,-,-
141,142,1311,Connceted,6,12.8V,V,V,V,V,V,V,-,auto
142,143,1320,Connceted,40,13.5V,215V,221V,216V,V,V,V,-,auto
143,144,526,Connceted,81,13.8V,207V,208V,203V,V,V,V,-,auto
144,145,798,Connceted,35,13.7V,246V,247V,246V,V,V,V,-,auto
145,146,-,Not Connceted,95,-,-,-,-,-,-,-,-,-
146,147,1125,Connceted,120,13.7V,204V,204V,204V,V,V,V,-,auto
147,148,5083,Connceted,124,13.5V,233V,226V,234V,V,V,V,-,auto
148,149,-,Not Connceted,153,-,-,-,-,-,-,-,-,-
149,150,-,Not Connceted,154,-,-,-,-,-,-,-,-,-
150,151,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
151,152,-,Not Connceted,156,-,-,-,-,-,-,-,-,-
152,153,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
