,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
26,27,1959,Connceted,34,13.4V,232V,232V,231V,V,V,V,-,auto
27,28,1179,Connceted,36,13.1V,V,V,V,V,V,V,-,auto
28,29,1255,Connceted,37,13.6V,217V,217V,217V,V,V,V,-,auto
29,30,-,Not Connceted,38,-,-,-,-,-,-,-,-,-
30,31,1659,Connceted,39,13.6V,217V,224V,222V,V,V,V,-,auto
31,32,576,Connceted,41,13.8V,225V,225V,225V,V,V,V,-,auto
32,33,20188,Connceted,42,12.9V,V,V,V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
33,34,-,Not Connceted,43,-,-,-,-,-,-,-,-,-
34,35,-,Not Connceted,44,-,-,-,-,-,-,-,-,-
35,36,20188,Connceted,45,12.8V,V,V,V,V,V,V,-,auto
36,37,196,Connceted,46,13.8V,238V,236V,238V,V,V,V,-,auto
37,38,7915,Connceted,48,12.9V,V,V,V,V,V,V,-,auto
38,39,-,Not Connceted,49,-,-,-,-,-,-,-,-,-
39,40,26698,Connceted,54,13.5V,218V,211V,211V,V,V,V,-,auto
40,41,-,Not Connceted,55,-,-,-,-,-,-,-,-,-
41,42,26698,Connceted,56,13.5V,218V,211V,211V,V,V,V,-,auto
42,43,219,Connceted,57,13.7V,203V,231V,231V,V,V,V,-,auto
43,44,763,Connceted,58,13.6V,212V,207V,211V,V,V,V,-,auto
44,45,1819,Connceted,80,13.6V,229V,215V,220V,V,V,V,-,auto
45,46,-,Not Connceted,18,-,-,-,-,-,-,-,-,-
46,47,-,Not Connceted,155,-,-,-,-,-,-,-,-,-
47,48,39,Connceted,95,14.7V,V,V,V,229V,228V,231V,-,auto
48,49,5083,Connceted,124,13.4V,233V,227V,235V,V,V,V,-,auto
49,50,798,Connceted,35,13.7V,241V,241V,240V,V,V,V,-,auto
50,51,1142,Connceted,120,13.7V,208V,208V,208V,V,V,V,-,auto
51,52,527,Connceted,81,13.8V,209V,210V,206V,V,V,V,-,auto
52,53,1320,Connceted,40,13.6V,218V,224V,218V,V,V,V,-,auto
53,54,1518,Connceted,6,12.9V,V,V,V,V,V,V,-,auto
54,55,14318,Connceted,88,13.9V,207V,207V,207V,V,V,V,WARNING : Service Request,auto
55,56,-,Not Connceted,152,-,-,-,-,-,-,-,-,-
56,57,-,Not Connceted,156,-,-,-,-,-,-,-,-,-
57,58,294,Connceted,150,13.6V,219V,219V,219V,V,V,V,-,auto
58,59,18777,Connceted,151,13.6V,215V,221V,211V,V,V,V,-,auto
59,60,1152,Connceted,148,13.7V,238V,241V,238V,V,V,V,WARNING : Battery Charger Fail,auto
60,61,1457,Connceted,149,13.7V,223V,222V,223V,V,V,V,-,auto
61,62,5,Connceted,146,13.3V,243V,243V,243V,V,V,V,-,auto
62,63,2163,Connceted,147,13.7V,235V,235V,234V,V,V,V,WARNING : Service Request,auto
63,64,614,Connceted,145,13.7V,241V,227V,239V,V,V,V,-,auto
64,65,74,Connceted,144,13.8V,214V,229V,213V,V,V,V,-,auto
65,66,197,Connceted,141,13.4V,227,226V,226V,V,V,V,-,stop
66,67,8426,Connceted,143,13.4V,222V,222V,220V,V,V,V,-,auto
67,68,601,Connceted,142,12.7V,V,V,V,V,V,V,-,auto
68,69,383,Connceted,140,13.5V,227,225V,222V,V,V,V,-,auto
69,70,-,Not Connceted,139,-,-,-,-,-,-,-,-,-
70,71,2328,Connceted,4,13.5V,189V,188V,188V,V,V,V,-,stop
71,72,365,Connceted,138,13.6V,232V,233V,227V,V,V,V,-,auto
72,73,-,Not Connceted,136,-,-,-,-,-,-,-,-,-
73,74,-,Not Connceted,137,-,-,-,-,-,-,-,-,-
74,75,181,Connceted,133,13.1V,246V,247V,247V,V,V,V,-,auto
75,76,123,Connceted,131,13.8V,221V,222V,223V,V,V,V,-,auto
76,77,-,Connceted,135,-,-,-,-,-,-,-,-,-
77,78,873,Connceted,132,13.6V,226V,220V,235V,V,V,V,-,auto
78,79,17,Connceted,129,13.5V,205V,222V,217V,V,V,V,-,auto
79,80,88,Connceted,134,14.5V,231V,230V,231V,V,V,V,-,auto
80,81,-,Not Connceted,154,-,-,-,-,-,-,-,-,-
81,82,-,Not Connceted,153,-,-,-,-,-,-,-,-,-
82,83,156,Connceted,130,13.7V,217V,216V,216V,V,V,V,-,auto
83,84,217,Connceted,128,13.6V,231V,236V,217V,V,V,V,-,auto
84,85,2369,Connceted,126,13.9V,192V,191V,191V,V,V,V,-,auto
85,86,149,Connceted,127,13.4V,225V,218V,245V,V,V,V,-,auto
86,87,4333,Connceted,125,13.6V,219V,219V,219V,V,V,V,-,auto
87,88,68,Connceted,121,13.3V,236V,211V,227V,V,V,V,-,auto
88,89,103,Connceted,123,13.7V,225V,233V,231V,V,V,V,-,auto
89,90,-,Connceted,122,-,-,-,-,-,-,-,-,-
90,91,2569,Connceted,119,13.4V,209V,215V,211V,V,V,V,-,auto
91,92,236,Connceted,118,13.5V,208V,208V,205V,V,V,V,-,auto
92,93,1660,Connceted,116,13.7V,236V,247V,232V,V,V,V,-,auto
93,94,-,Connceted,113,-,-,-,-,-,-,-,-,-
94,95,33,Connceted,117,13.7V,225V,213V,249V,V,V,V,-,auto
95,96,22823,Connceted,115,13.7V,220V,228V,233V,V,V,V,-,auto
96,97,1812,Connceted,114,13.7V,231V,236V,239V,V,V,V,-,auto
97,98,23,Connceted,112,13.5V,235V,224V,244V,V,V,V,-,auto
98,99,30,Connceted,111,13.6V,241V,229V,218V,V,V,V,-,auto
99,100,1411,Connceted,109,13.7V,218V,220V,226V,V,V,V,-,auto
100,101,99,Connceted,110,13.8V,235V,234V,232V,V,V,V,-,auto
101,102,-,Connceted,77,-,-,-,-,-,-,-,-,-
102,103,1350,Connceted,108,13.2V,218V,216V,219V,V,V,V,-,auto
103,104,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
104,105,1350,Connceted,79,12.6V,V,V,V,V,V,V,-,auto
105,106,1669,Connceted,68,13.7V,234V,239V,233V,V,V,V,-,auto
106,107,2712,Connceted,65,13.7V,218V,236V,224V,V,V,V,-,auto
107,108,99,Connceted,78,13.8V,221V,223V,222V,V,V,V,-,auto
108,109,27957,Connceted,67,13.4V,248V,244V,243V,V,V,V,-,auto
109,110,10470,Connceted,63,12.9V,V,V,V,V,V,V,-,auto
110,111,1255,Connceted,64,13.9V,227,221V,221V,V,V,V,-,auto
111,112,-,Not Connceted,66,-,-,-,-,-,-,-,-,-
112,113,938,Connceted,69,13.6V,221V,199V,228V,V,V,V,-,auto
113,114,-,Connceted,83,-,-,-,-,-,-,-,-,-
114,115,1001,Connceted,71,13.6V,232V,225V,230V,V,V,V,-,auto
115,116,463,Connceted,70,13.3V,214V,213V,214V,V,V,V,-,auto
116,117,17301,Connceted,84,14.5V,V,51V,50V,235V,226V,232V,-,auto
117,118,1095,Connceted,82,13.7V,227,229V,228V,V,V,V,-,auto
118,119,-,Connceted,72,-,-,-,-,-,-,-,-,-
119,120,215,Connceted,86,13.3V,230V,222V,224V,V,V,V,-,auto
120,121,10576,Connceted,11,12.9V,V,V,V,V,V,V,-,auto
121,122,-,Not Connceted,1,-,-,-,-,-,-,-,-,-
122,123,3284,Connceted,3,12.7V,V,V,V,V,V,V,-,auto
123,124,9468,Connceted,52,13.8V,217V,217V,232V,V,V,V,WARNING : Service Request,auto
124,125,11671,Connceted,89,13.6V,225V,225V,226V,V,V,V,|SHUTDOWN ALARM: Emergency Stop,stop
125,126,26,Connceted,87,13.6V,214V,216V,216V,V,V,V,-,auto
126,127,-,Connceted,60,-,-,-,-,-,-,-,-,-
127,128,1308,Connceted,59,13.6V,229V,226V,220V,V,V,V,WARNING : Service Request,auto
128,129,609,Connceted,76,13.8V,224V,225V,227V,V,V,V,-,auto
129,130,-,Not Connceted,7,-,-,-,-,-,-,-,-,-
130,131,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
131,132,2829,Connceted,50,13.6V,222V,225V,225V,V,V,V,WARNING : Service Request,auto
132,133,858,Connceted,93,13.8V,208V,225V,210V,V,V,V,-,auto
133,134,639,Connceted,51,13.7V,229V,217V,230V,V,V,V,"WARNING : Service Request
SHUTDOWN ALARM: Fail to Start",auto
134,135,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
135,136,53,Connceted,97,13.8V,221V,221V,221V,V,V,V,|SHUTDOWN ALARM: Low Oil Press. Switch,auto
136,137,10,Connceted,94,13.9V,217V,216V,213V,V,V,V,-,auto
137,138,23700,Connceted,98,13.3V,213V,216V,220V,V,V,V,-,auto
138,139,1184,Connceted,99,13.7V,222V,226V,220V,V,V,V,WARNING : Service Request,auto
139,140,10841,Connceted,100,13.7V,232V,232V,224V,V,V,V,-,auto
140,141,6166,Connceted,101,13.8V,223V,230V,230V,V,V,V,-,auto
141,142,959,Connceted,91,13.5V,225V,250V,237V,V,V,V,-,auto
142,143,438,Connceted,102,13.7V,240V,239V,238V,V,V,V,-,auto
143,144,0,Connceted,103,13.7V,224V,223V,232V,V,V,V,-,auto
144,145,-,Not Connceted,105,-,-,-,-,-,-,-,-,-
145,146,34146,Connceted,74,14.5V,5V,V,V,233V,242V,235V,-,auto
146,147,-,Not Connceted,104,-,-,-,-,-,-,-,-,-
147,148,72,Connceted,106,13.1V,228V,231V,229V,V,V,V,-,auto
148,149,1128,Connceted,73,13.5V,227,226V,198V,V,V,V,-,auto
149,150,-,Not Connceted,62,-,-,-,-,-,-,-,-,-
150,151,514,Connceted,107,13.7V,252V,252V,247V,V,V,V,-,auto
151,152,16682,Connceted,61,13.3V,219V,218V,215V,V,V,V,SHUTDOWN ALARM: Fail to Start,stop
152,153,928,Connceted,53,13.8V,213V,213V,214V,V,V,V,-,auto
153,154,-,Not Connceted,85,-,-,-,-,-,-,-,-,-
154,155,-,Not Connceted,90,-,-,-,-,-,-,-,-,-
