,Number/Click,Time,Connection Status,COM,Voltage,City_Volt_1,City_Volt_2,City_Volt_3,Gen_Volt_1,Gen_Volt_2,Gen_Volt_3,Alarm,Condition
68,69,-,Not Connceted,92,-,-,-,-,-,-,-,-,-
69,70,-,Not Connceted,47,-,-,-,-,-,-,-,-,-
70,71,0,Connceted,90,13.8V,220V,220V,217V,V,V,V,-,auto
71,72,208,Connceted,80,13.7V,214V,228V,227V,V,V,V,-,auto
72,73,1307,Connceted,59,13.6V,231V,228V,211V,V,V,V,WARNING : Service Request,auto
73,74,21015,Connceted,60,14.3V,V,V,V,235V,225V,230V,WARNING : Service Request,auto
74,75,9431,Connceted,52,13.8V,195V,196V,250V,V,V,V,WARNING : Service Request,auto
75,76,11064,Connceted,1,13.7V,222V,226V,220V,V,V,V,-,auto
76,77,2762,Connceted,3,14.6V,V,V,V,229V,231V,228V,-,auto
77,78,11669,Connceted,89,13.6V,222V,222V,223V,V,V,V,-,auto
78,79,-,Not Connceted,88,-,-,-,-,-,-,-,-,-
79,80,7451,Connceted,87,13.6V,219V,209V,210V,V,V,V,-,auto
80,81,184,Connceted,86,13.3V,231V,207V,230V,V,V,V,-,auto
81,82,-,Not Connceted,81,-,-,-,-,-,-,-,-,-
82,83,10247,Connceted,11,12.6V,V,V,V,V,V,V,-,auto
83,84,-,Not Connceted,85,-,-,-,-,-,-,-,-,-
84,85,-,Not Connceted,40,-,-,-,-,-,-,-,-,-
85,86,-,Not Connceted,6,-,-,-,-,-,-,-,-,-
86,87,1051,Connceted,82,13.7V,236V,219V,227V,V,V,V,WARNING : Service Request,auto
87,88,16690,Connceted,84,14.5V,V,50V,49V,231V,229V,228V,-,auto
88,89,-,Not Connceted,7,-,-,-,-,-,-,-,-,-
89,90,11638,Connceted,83,13.3V,231V,239V,240V,V,V,V,-,auto
90,91,7579,Connceted,72,14.6V,236V,214V,202V,227,V,12V,SHUTDOWN ALARM: Genset Low Voltage,auto
91,92,936,Connceted,71,13.6V,236V,220V,234V,V,V,V,-,auto
92,93,458,Connceted,70,13.3V,204V,204V,204V,V,V,V,-,auto
93,94,929,Connceted,69,13.6V,222V,211V,227V,V,V,V,-,auto
94,95,-,Not Connceted,66,-,-,-,-,-,-,-,-,-
95,96,1219,Connceted,64,13.9V,222V,225V,224V,V,V,V,-,auto
96,97,10007,Connceted,63,13.4V,V,V,V,V,V,V,-,auto
97,98,27939,Connceted,67,13.4V,244,241V,242V,V,V,V,-,auto
98,99,36,Connceted,65,13.7V,219V,236V,225V,V,V,V,-,auto
99,100,46,Connceted,78,13.8V,214V,222V,222V,V,V,V,-,auto
100,101,2570,Connceted,68,13.7V,235V,239V,234V,V,V,V,-,auto
101,102,1051,Connceted,79,14.3V,145V,149V,146V,229V,238V,236V,WARNING : Service Request,auto
102,103,599,Connceted,76,13.8V,221V,222V,221V,V,V,V,-,auto
103,104,-,Not Connceted,75,-,-,-,-,-,-,-,-,-
104,105,-,Not Connceted,77,-,-,-,-,-,-,-,-,-
105,106,1338,Connceted,108,13.2V,214V,221V,214V,V,V,V,-,auto
106,107,-,Not Connceted,109,-,-,-,-,-,-,-,-,-
107,108,60,Connceted,110,13.8V,238V,238V,236V,V,V,V,-,auto
108,109,-,Not Connceted,111,-,-,-,-,-,-,-,-,-
109,110,13,Connceted,112,13.5V,239V,226V,251V,V,V,V,-,auto
110,111,-,Not Connceted,113,-,-,-,-,-,-,-,-,-
111,112,1546,Connceted,114,13.7V,231V,236V,239V,V,V,V,-,auto
112,113,22783,Connceted,115,13.7V,221V,229V,234V,V,V,V,-,auto
113,114,1558,Connceted,116,13.8V,237V,247V,232V,V,V,V,-,auto
114,115,28,Connceted,117,13.7V,221V,211V,246V,V,V,V,-,auto
115,116,229,Connceted,118,13.5V,210V,210V,200V,V,V,V,-,auto
116,117,2485,Connceted,119,13.4V,210V,215V,211V,V,V,V,-,auto
117,118,49,Connceted,121,13.3V,237V,221V,224V,V,V,V,-,auto
118,119,-,Connceted,122,-,-,-,-,-,-,-,-,-
119,120,74,Connceted,123,13.7V,224V,230V,231V,V,V,V,-,auto
120,121,4174,Connceted,125,13.6V,222V,222V,222V,V,V,V,-,auto
121,122,2060,Connceted,126,13.9V,194V,194V,194V,V,V,V,-,auto
122,123,70,Connceted,127,13.4V,220V,214V,242V,V,V,V,-,auto
123,124,217,Connceted,128,13.6V,229V,240V,221V,V,V,V,SHUTDOWN ALARM: Fail to Start,auto
124,125,12,Connceted,129,13.5V,219V,231V,225V,V,V,V,-,auto
125,126,141,Connceted,130,13.7V,219V,218V,218V,V,V,V,-,auto
126,127,1,Connceted,131,13.8V,221V,223V,224V,V,V,V,-,auto
127,128,866,Connceted,132,13.6V,224V,218V,237V,V,V,V,-,auto
128,129,88,Connceted,134,14.5V,231V,231V,230V,V,V,V,-,auto
129,130,164,Connceted,133,13.1V,235V,235V,235V,V,V,V,-,auto
130,131,-,Connceted,135,-,-,-,-,-,-,-,-,-
131,132,10870,Connceted,136,13.5V,197V,197V,197V,V,V,V,-,auto
132,133,1929,Connceted,137,13.7V,226V,225V,226V,V,V,V,WARNING : Service Request,auto
133,134,362,Connceted,138,13.6V,240V,240V,227V,V,V,V,-,auto
134,135,20,Connceted,139,13.2V,225V,225V,225V,V,V,V,-,auto
135,136,380,Connceted,140,13.5V,218V,222V,218V,V,V,V,-,auto
136,137,197,Connceted,141,13.4V,205V,205V,205V,V,V,V,-,auto
137,138,174,Connceted,142,12.8V,V,V,V,V,V,V,-,auto
138,139,2315,Connceted,4,13.5V,184V,184V,184V,V,V,V,-,auto
139,140,8424,Connceted,143,13.5V,228V,221V,218V,V,V,V,-,auto
140,141,65,Connceted,144,13.8V,215V,231V,215V,V,V,V,-,auto
141,142,608,Connceted,145,13.6V,243V,226V,240V,V,V,V,-,auto
142,143,1,Connceted,146,13.3V,238V,238V,238V,V,V,V,-,auto
143,144,2123,Connceted,147,13.7V,235V,235V,235V,V,V,V,-,auto
144,145,1135,Connceted,148,13.6V,232V,239V,235V,V,V,V,-,auto
145,146,1450,Connceted,149,13.7V,217V,216V,218V,V,V,V,-,auto
146,147,5268,Connceted,150,13.6V,219V,218V,218V,V,V,V,-,auto
147,148,18758,Connceted,151,13.6V,210V,228V,205V,V,V,V,-,auto
148,149,9471,Connceted,152,13.7V,230V,232V,227V,V,V,V,-,auto
